id,symbol,name,activated_at,timestamp,coingecko_url
soulbazaar,$souls,SoulBazaar,1737657693,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/soulbazaar
fins,fins,FINS,1737657527,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/fins
defi-agents-ai,defai,DeFi Agents AI,1737657343,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/defi-agents-ai
replicat-one-by-virtuals,rcat,Replicat-One by Virtuals,1737656351,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/replicat-one-by-virtuals
schrodinger-3,schrdngr,Schrodinger,1737638957,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/schrodinger-3
degpt,degpt,deGPT,1737638433,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/degpt
zeropai,zeropai,ZeropAI,1737638215,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/zeropai
strategic-solana-reserve,ssr,Strategic Solana Reserve,1737637361,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/strategic-solana-reserve
artela-network,art,Artela Network,1737629143,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/artela-network
purple,purple,Purple,1737624249,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/purple
aintivirus-2,ainti,AIntivirus,1737623604,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/aintivirus-2
creatorbid,bid,CreatorBid,1737623540,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/creatorbid
melania-wif-hat,mwh,Melania Wif Hat,1737619946,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/melania-wif-hat
o3,o3,O3,1737619015,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/o3
metabrawl,$brawl,Metabrawl,1737618515,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/metabrawl
solbae-ai,bae,SolBae AI,1737617196,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/solbae-ai
hover-cat,hcat,Hover Cat,1737615928,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/hover-cat
viralmind,viral,ViralMind,1737615157,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/viralmind
regent,regent,REGENT,1737614979,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/regent
ariacoin,aria,Ariacoin,1737613658,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/ariacoin
vine,vine,Vine,1737613524,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/vine
mobcat,mob,Mobcat,1737612793,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/mobcat
beenz,BEENZ,BEENZ,1737611903,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/beenz
virtualdaos,daox,VirtualDaos,1737611351,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/virtualdaos
money-dogs,mdogs,Money Dogs,1737610579,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/money-dogs
dogeai-2,$dogeai,DOGEai,1737610399,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/dogeai-2
nitro-2,nitro,Nitro,1737595727,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/nitro-2
trumped-ai,trumped.ai,trumped.ai,1737595489,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/trumped-ai
stargate,stargate,Stargate,1737589348,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/stargate
godcoin-2,god,Godcoin,1737582818,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/godcoin-2
heidrun,heidrun,Heidrun,1737570207,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/heidrun
lake,lak3,LAKE,1737569999,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/lake
hyperfly,fly,HyperFly,1737569607,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/hyperfly
bijiri,bjr,BiJiRi,1737569392,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/bijiri
j3ff-by-virtuals,j3ff,J3FF by Virtuals,1737568936,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/j3ff-by-virtuals
aitrump,aitrump,AITRUMP,1737567883,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/aitrump
santa-by-virtuals,santa,SANTA by Virtuals,1737563900,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/santa-by-virtuals
ssui,ssui,sSUI,1737563404,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/ssui
based-bully,bully,BASED BULLY,1737560784,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/based-bully
daydreams,dreams,Daydreams,1737560378,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/daydreams
bunkercoin,bunker,BUNKERCOIN,1737559960,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/bunkercoin
fatalismftw,fatal,Fatalismftw,1737559155,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/fatalismftw
nazareai,nazareai,NazareAI,1737558753,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/nazareai
cool-mustache,$must,Cool Mustache,1737558598,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/cool-mustache
waifu-3,waifu,WaiFU,1737558357,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/waifu-3
istarai-by-virtuals,istar,ISTARAI by Virtuals,1737557524,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/istarai-by-virtuals
jpow-ai,jpow,JPOW AI,1737556439,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/jpow-ai
fartboy,$fartboy,Fartboy,1737555685,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/fartboy
kuma-world,kuma,Kuma World,1737553937,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/kuma-world
layer-one-x-2,l1x,Layer One X,1737542723,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/layer-one-x-2
network3,n3,Network3,1737536343,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/network3
midle,midle,Midle,1737535172,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/midle
zen-ai,zai,Zen AI,1737491189,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/zen-ai
arena-of-faith,acp,Arena Of Faith,1737490885,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/arena-of-faith
bnb-agents,bnbai,BNB Agents,1737488565,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/bnb-agents
pillarfi,pillar,PillarFi,1737482691,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/pillarfi
boby,boby,boby,1737475868,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/boby
justice-for-zachxbt,zachxbt,Justice for Zachxbt,1737467670,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/justice-for-zachxbt
not-pixel,px,Not Pixel,1737460584,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/not-pixel
timeswap,time,Timeswap,1737456132,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/timeswap
meta-usd,musd,Meta USD,1737454745,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/meta-usd
sone,sone,SONE,1737432920,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/sone
sui-rwa,suirwa,Sui RWA,1737420543,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/sui-rwa
dwain,dwain,DWAIN,1737419049,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/dwain
sylvi-agent,sylviai,SYLVI AGENT,1737411211,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/sylvi-agent
saitoshi-by-virtuals,sai,Saitoshi by Virtuals,1737411156,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/saitoshi-by-virtuals
bumshaft,bumshaft,Bumshaft,1737408743,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/bumshaft
degenos,degenos,degenOS,1737408567,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/degenos
ivy-2,ivy,IVY,1737408353,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/ivy-2
clankster,clankster,Clankster,1737408034,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/clankster
citadel-by-virtuals,citdel,Citadel by Virtuals,1737407063,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/citadel-by-virtuals
apexrom,apr,Apexrom,1737406825,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/apexrom
sentiient,sent,Sentiient,1737406483,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/sentiient
chelon,chelon,CHELON,1737406176,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/chelon
verb-ai,verb,Verb Ai,1737392660,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/verb-ai
darkfandom,dfai,DarkFandom,1737391775,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/darkfandom
if-science,ifsci,IF Science,1737389074,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/if-science
official-baby-trump,btrump,OFFICIAL BABY TRUMP,1737388910,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/official-baby-trump
kapsel,kapsel,KAPSEL,1737387643,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/kapsel
godsdotfun,gods,GodsDotFun,1737384855,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/godsdotfun
pump-trump,pumptrump,PUMP TRUMP,1737384011,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/pump-trump
rhun-capital,rhun,Rhun Capital,1737383730,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/rhun-capital
arbitrax-ai,arbx,Arbitrax AI,1737383378,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/arbitrax-ai
sui-trump,suitrump,SUI TRUMP,1737383097,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/sui-trump
pettai,aip,PettAI,1737382423,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/pettai
ket,ket,Ket,1737381235,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/ket
yieldmachine,ymach,YieldMachine by Virtuals,1737378605,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/yieldmachine
yuli,yuli,YULI,1737371619,2025-01-27T14:56:55.308992,https://www.coingecko.com/en/coins/yuli
