timestamp,btc_oi,eth_oi,total_oi,btc_change_pct,eth_change_pct,total_change_pct
2025-01-15 07:18:16.813060,8669730210.918888,5483874079.780122,14153604290.699009,-0.0515962804008832,-1.0555869052471138,-0.4430050793845471
2025-01-15 07:23:16.837075,8692003252.901415,5510884744.026711,14202887996.928123,0.2569058256792756,0.4925471273343262,0.3482060485575611
2025-01-15 07:28:16.856482,8721653998.146614,5509538420.906901,14231192419.053516,0.3411267159305503,-0.0244302536224957,0.1992863854978849
2025-01-15 07:33:16.877282,8678988863.126717,5527216922.892531,14206205786.019247,-0.489186283117445,0.3208708359042544,-0.1755765244296319
2025-01-15 07:38:16.894509,8645185505.668,5514118643.663883,14159304149.331882,-0.3894849733283245,-0.2369778391435653,-0.3301489320499903
2025-01-15 07:43:16.920331,8596373752.189625,5491391092.720792,14087764844.910416,-0.5646119848599233,-0.4121701474306682,-0.5052459052152112
2025-01-15 07:48:16.946140,8742314993.80083,5477677270.031308,14219992263.832138,1.697707031107537,-0.2497331269605298,0.938597572981871
2025-01-15 07:53:39.069580,8755240431.794094,5489661803.432439,14244902235.226532,0.1478491452484686,0.2187885998085129,0.1751757028571051
2025-01-15 07:58:39.144370,8627991935.959726,5573508230.363909,14201500166.323635,-1.45339807428101,1.5273514094992977,-0.3046849194623951
2025-01-15 08:04:11.118116,8674561468.488218,5543959514.431587,14218520982.919806,0.539749374757753,-0.5301636726997752,0.1198522437547288
2025-01-15 08:09:11.148788,8732212880.538605,5513913958.593105,14246126839.13171,0.6646031878362351,-0.5419512130323055,0.1941542038378425
2025-01-15 08:14:11.164444,8635757285.104048,5507220981.830195,14142978266.934242,-1.1045950981053907,-0.1213834095557346,-0.7240464258266749
2025-01-15 08:19:32.251462,8737076898.72733,5530691448.899112,14267768347.626442,1.173256846832058,0.4261762356431984,0.8823465491985821
2025-01-15 08:24:53.860557,8693111376.336977,5474621359.500655,14167732735.837631,-0.5032063114467541,-1.0137989059146912,-0.7011300530783601
2025-01-15 08:29:53.914814,8617309165.256975,5555214704.791462,14172523870.048435,-0.8719802128192986,1.4721263809586598,0.0338172260878877
2025-01-15 08:35:21.168066,8663507054.003666,5541524510.243771,14205031564.247437,0.536105736265679,-0.2464386216410921,0.2293712432384727
2025-01-15 08:40:21.205282,8626710576.353008,5526737239.294289,14153447815.647297,-0.4247295860820347,-0.2668448172005193,-0.3631371628203239
2025-01-15 08:45:21.232736,8601140374.639288,5475347522.4508295,14076487897.090118,-0.2964073210455412,-0.929838250280578,-0.543753858138338
2025-01-15 08:50:21.249831,8644082681.985104,5520331370.795812,14164414052.780914,0.4992629520665922,0.8215706521007612,0.624631345074164
2025-01-15 08:55:21.276016,8676223975.876709,5564764195.854889,14240988171.731598,0.3718300145206867,0.8048941643999864,0.5406091537944678
2025-01-15 09:00:21.309108,8641206270.479195,5493175933.112094,14134382203.59129,-0.4036053644405358,-1.2864563568770808,-0.7485854693140012
2025-01-15 09:05:21.339919,8717984927.75965,5529749988.936049,14247734916.695698,0.8885178165779037,0.6658089285561064,0.801964397677087
2025-01-15 09:10:44.497080,8680195019.513882,5504729806.852132,14184924826.366013,-0.4334706765256917,-0.4524649782355101,-0.4408426370712685
2025-01-15 09:15:44.525168,8593283467.286938,5481584386.131606,14074867853.418545,-1.0012626678497287,-0.4204642467958187,-0.7758727966108152
2025-01-15 09:21:12.861875,8608477887.839178,5488524408.22449,14097002296.063667,0.1768174017543207,0.1266061343585679,0.1572621702430154
2025-01-15 09:26:12.882196,8648267139.151121,5499248772.582851,14147515911.733973,0.4622100658253603,0.1953961312860503,0.3583287752206032
2025-01-15 09:31:12.904301,8593999243.344118,5530838504.423021,14124837747.76714,-0.6275002255807947,0.5744372212740076,-0.1602978509324298
2025-01-15 09:36:12.950757,8702695128.048473,5508981465.656233,14211676593.704706,1.264788157719912,-0.3951849027829934,0.6147953519062141
2025-01-15 09:41:35.765232,8651758213.772388,5505913049.070134,14157671262.842522,-0.5853004560841969,-0.0556984372742513,-0.3800067536444437
2025-01-15 09:46:35.788630,8674843917.025627,5580399164.252317,14255243081.277945,0.2668325059811481,1.352838566797978,0.6891798560933163
2025-01-15 09:51:35.790086,8670540213.629608,5496191579.332497,14166731792.962105,-0.0496113064071659,-1.5089885587262148,-0.6209033954116548
2025-01-15 09:56:35.809002,8744956507.239962,5495485205.314676,14240441712.554638,0.8582659416465792,-0.012852063244603,0.5203029228601016
2025-01-15 10:01:57.922820,8610062272.618544,5520493013.567899,14130555286.186443,-1.5425375130195202,0.4550609694852321,-0.7716504065412287
2025-01-15 10:07:20.562032,8653795592.166616,5556833329.4267,14210628921.593315,0.507932674159073,0.65828026173543,0.5666701257320659
2025-01-15 10:12:20.587847,8664654398.531769,5537674479.056327,14202328877.588097,0.1254802733609944,-0.3447800075074304,-0.0584072953492328
2025-01-15 10:17:20.615463,8740958170.38963,5471985951.511646,14212944121.901276,0.8806326063136493,-1.1862114285178162,0.0747429833844387
2025-01-15 10:22:45.807859,8755497275.67754,5566493520.71272,14321990796.39026,0.166333083907921,1.727116444349894,0.7672349483239642
2025-01-15 10:27:45.837608,8707426059.034042,5505269290.385316,14212695349.419355,-0.5490403929087797,-1.0998706833950471,-0.76313026956035
2025-01-15 10:32:45.863706,8630228346.62176,5516790700.673475,14147019047.295237,-0.8865732753732607,0.2092796860687805,-0.4620960381508898
